,is_holiday,temperature,weekday,hour,month_day,year,month,traffic_volume,weather_type,weather_description
6183,0,252.65,3,1,29,2014,1,292,3,5
6184,0,277.43,6,10,14,2015,11,4406,2,10
6185,0,278.08,7,5,31,2013,3,359,1,1
6186,0,273.97,5,5,31,2017,3,2551,9,17
6187,0,281.65,7,6,20,2014,4,746,2,10
6188,0,276.76,3,23,7,2012,11,1219,1,8
6189,0,270.07,4,22,7,2013,11,2006,2,10
6190,0,273.15,6,9,26,2016,11,2411,5,6
6191,0,275.02,2,21,23,2016,2,3442,7,12
6192,0,278.39,1,23,8,2013,4,1124,6,14
6193,0,274.46,1,21,2,2013,12,3175,3,3
6194,0,288.01,7,10,25,2016,9,3718,2,7
6195,0,260.58,4,20,27,2012,12,2387,1,8
6196,0,292.02,1,0,13,2015,7,492,3,5
6197,0,259.4,1,6,25,2013,2,5615,1,8
6198,0,288.88,3,22,9,2013,10,1836,5,6
6199,0,256.88,2,21,4,2014,2,3399,3,3
6200,0,269.47,4,9,13,2012,12,5045,3,5
6201,0,272.28,6,5,19,2016,11,910,2,11
6202,0,286.86,7,4,15,2013,9,295,2,10
6203,0,293.24,3,9,17,2016,8,4681,5,6
6204,0,275.73,6,11,11,2017,2,4645,2,7
6205,0,285.81,2,15,27,2015,10,5746,3,5
6206,0,276.79,6,22,12,2015,12,2863,4,4
6207,0,257.28,2,12,10,2013,12,4481,1,1
6208,0,249.91,3,9,23,2013,1,5394,2,10
6209,0,299.43,2,14,4,2015,8,5448,5,6
6210,0,294.9,6,21,12,2014,7,2838,5,6
6211,0,287.66,1,7,30,2016,5,1036,2,7
6212,0,276.29,2,2,2,2017,5,242,1,1
6213,0,280.58,4,11,6,2017,4,5133,2,7
6214,0,268.47,4,6,28,2013,3,5410,3,3
6215,0,287.12,3,17,22,2013,5,6244,4,4
6216,0,289.68,3,5,17,2017,5,2787,8,21
6217,0,299.3,6,21,18,2016,6,3588,2,11
6218,0,291.08,5,1,17,2013,5,475,1,1
6219,0,271.86,1,4,14,2014,4,801,2,7
6220,0,262.09,2,12,3,2017,1,4317,3,5
6221,0,270.55,3,20,17,2016,2,2883,3,5
6222,0,290.36,4,21,25,2016,8,2792,2,7
6223,0,283.77,7,19,1,2015,11,3017,2,2
6224,0,291.49,1,14,6,2015,7,4888,2,10
6225,0,280.24,6,19,10,2012,11,3128,6,14
6226,0,280.09,1,7,10,2017,4,6590,5,6
6227,0,278.69,7,3,6,2014,4,376,4,4
6228,0,283.29,2,9,17,2015,11,5236,2,11
6229,0,251.83,6,10,7,2013,12,3636,2,2
6230,0,275.64,7,17,17,2013,11,4206,3,5
6231,0,297.92,7,1,14,2013,7,794,6,14
6232,0,295.07,4,16,6,2015,8,6352,4,15
6233,0,272.05,4,9,17,2014,4,5241,2,7
6234,0,260.72,1,7,19,2016,12,5832,2,2
6235,0,287.49,1,19,6,2017,3,2910,4,4
6236,0,299.19,6,18,22,2013,6,3753,2,7
6237,0,287.83,6,5,17,2016,9,704,2,11
6238,0,274.29,6,20,6,2016,2,3047,1,8
6239,0,255.13,7,12,15,2013,12,3728,1,1
6240,0,263.45,4,13,16,2014,1,4752,3,3
6241,0,294.44,6,5,6,2013,7,744,2,7
6242,0,268.5,7,15,23,2014,3,4477,5,6
6243,0,296.064,7,20,14,2015,6,2909,2,2
6244,0,273.15,2,3,7,2017,3,325,5,6
6245,0,294.88,4,10,30,2016,6,3917,5,6
6246,0,272.48,2,7,16,2016,2,6246,7,12
6247,0,271.65,1,15,26,2012,11,5449,1,1
6248,0,287.59,1,23,27,2013,5,975,2,10
6249,0,256.87,3,17,5,2014,2,6058,2,7
6250,0,282.62,1,22,12,2014,5,1466,8,24
6251,0,256.35,1,13,11,2016,1,4477,1,1
6252,0,281.02,3,3,19,2017,4,351,2,11
6253,0,267.38,5,11,27,2017,1,5109,7,12
6254,0,296.78,3,17,24,2013,7,6155,2,11
6255,0,273.89,6,17,4,2017,2,4629,2,11
6256,0,266.31,4,5,19,2013,12,2737,5,6
6257,0,276.02,4,14,1,2016,12,5083,2,10
6258,0,287.29,6,7,15,2017,4,1908,1,1
6259,0,297.94,1,13,3,2016,10,4298,2,11
6260,0,271.57,1,10,11,2013,2,3866,3,3
6261,0,269.48,1,15,18,2013,3,4922,3,5
6262,0,264.49,1,23,7,2013,1,961,2,10
6263,0,275.95,2,1,29,2016,11,323,2,7
6264,0,269.24,7,0,10,2013,2,1230,5,6
6265,0,286.95,1,5,3,2015,8,2995,1,8
6266,0,252.02,6,22,1,2014,3,2666,2,7
6267,0,274.08,1,8,23,2017,1,5619,4,4
6268,0,282.73,4,1,29,2016,9,359,2,7
6269,0,288.19,3,20,3,2012,10,2898,3,5
6270,0,264.66,7,23,5,2017,2,1058,5,6
6271,0,295.02,5,19,15,2016,4,4033,2,11
6272,0,265.72,3,19,5,2014,3,3195,5,6
6273,0,285.18,3,20,14,2015,10,2884,3,5
6274,0,286.59,5,4,4,2014,7,382,3,5
6275,0,286.22,4,10,21,2016,4,4734,3,5
6276,0,298.81,1,12,15,2016,8,4510,2,11
6277,0,293.07,5,1,8,2016,7,413,5,6
6278,0,277.01,7,4,13,2015,12,289,2,11
6279,0,261.61,5,12,16,2016,12,4875,3,5
6280,0,280.25,4,13,1,2012,11,5189,1,8
6281,0,269.94,5,18,5,2016,2,4688,4,4
6282,0,266.36,3,13,27,2013,11,5712,2,7
6283,0,269.78,1,21,10,2012,12,1983,2,7
6284,0,258.3,7,9,23,2014,2,2344,2,10
6285,0,286.91,2,21,28,2013,5,2404,3,5
6286,0,275.87,6,16,4,2013,5,4760,2,10
6287,0,262.47,3,16,8,2017,2,6620,3,5
6288,0,270.95,1,19,4,2013,3,2617,6,14
6289,0,272.42,4,1,3,2015,12,392,8,13
6290,0,283.79,4,19,25,2012,10,3500,3,5
6291,0,270.29,3,15,12,2014,3,5818,2,7
6292,0,276.27,7,17,22,2017,1,3839,2,11
6293,0,251.45,2,21,22,2013,1,3209,2,11
6294,0,278.22,3,5,16,2016,3,2704,2,7
6295,0,261.72,3,5,15,2017,3,2855,6,14
6296,0,262.57,6,18,8,2014,2,4256,3,5
6297,0,272.95,1,22,2,2017,1,1226,4,4
6298,0,271.5,1,12,25,2013,2,4734,3,5
6299,0,282.512,4,15,20,2016,10,4793,3,5
6300,0,278.15,1,22,14,2016,11,1239,4,4
6301,0,265.37,6,3,19,2013,1,353,3,5
6302,0,295.09,6,20,22,2015,8,2373,2,11
6303,0,265.14,6,7,29,2012,12,1280,5,6
6304,0,281.44,7,0,8,2016,5,1620,3,5
6305,0,291.31,7,5,5,2015,7,451,5,6
6306,0,288.63,5,15,18,2015,9,5518,2,7
6307,0,283.8,2,3,9,2017,5,317,6,14
6308,0,283.29,7,14,2,2017,4,4573,1,16
6309,0,283.97,6,3,12,2014,4,385,5,6
6310,0,277.22,2,8,9,2013,4,5954,2,7
6311,0,285.59,6,22,17,2016,9,3029,3,5
6312,0,282.02,1,3,19,2012,11,364,6,9
6313,0,265.62,4,6,8,2016,12,5530,6,9
6314,0,288.53,5,23,1,2016,7,1987,5,6
6315,0,270.15,2,0,24,2015,11,523,3,5
6316,0,292.11,5,0,26,2013,7,782,3,5
6317,0,274.02,3,4,23,2016,11,867,2,10
6318,0,297.2,4,14,9,2013,5,5598,2,7
6319,0,290.75,2,9,16,2017,5,5166,1,1
6320,0,290.55,2,8,8,2014,7,6323,3,5
6321,0,280.44,1,18,14,2016,11,3901,2,7
6322,0,290.59,5,23,19,2016,8,1887,5,6
6323,0,268.86,6,6,28,2013,12,1092,3,5
6324,0,268.68,1,19,9,2017,1,2508,3,5
6325,0,284.67,2,13,21,2017,2,4694,2,7
6326,0,248.22,7,1,18,2016,12,667,2,11
6327,0,278.28,5,15,17,2017,3,6217,1,16
6328,0,253.18,7,22,26,2014,1,1128,3,5
6329,0,296.86400000000003,6,12,16,2016,7,4457,2,11
6330,0,272.15,4,8,23,2017,2,6383,7,12
6331,0,276.23,3,6,26,2017,4,5270,3,5
6332,0,300.47,2,17,2,2013,7,6098,2,7
6333,0,304.2,5,17,5,2013,7,4074,5,6
6334,0,290.225,3,8,24,2015,6,5097,4,20
6335,0,276.24,4,19,18,2013,4,2190,4,4
6336,0,275.88,3,11,26,2017,4,4824,2,2
6337,0,264.72,6,1,9,2016,1,690,2,10
6338,0,286.19,7,19,24,2016,4,3260,2,10
6339,0,283.973,3,23,5,2016,10,2110,3,3
6340,0,273.02,1,23,2,2017,1,827,2,7
6341,0,271.5,4,7,17,2013,1,6857,2,10
6342,0,289.81,4,6,1,2013,8,5886,1,1
6343,0,271.43,4,4,20,2012,12,837,2,7
6344,0,279.28,1,10,28,2016,3,4533,3,5
6345,0,285.0,2,13,4,2012,12,4918,3,5
6346,0,291.81,6,9,1,2013,6,3954,2,11
6347,0,295.34,1,19,13,2016,6,3338,3,5
6348,0,271.15,4,13,2,2017,3,5119,3,3
6349,0,290.3,6,7,4,2015,7,1403,3,5
6350,0,287.58,2,2,25,2017,4,251,2,7
6351,0,264.19,6,8,2,2016,1,1880,1,8
6352,0,282.35,6,11,20,2012,10,4339,2,10
6353,0,269.03,2,16,12,2013,2,6381,3,3
6354,0,298.356,5,21,6,2013,9,2978,1,1
6355,0,273.76,3,3,16,2014,4,357,3,5
6356,0,287.33,1,8,12,2015,10,5368,6,9
6357,0,282.04900000000004,3,3,12,2016,10,270,2,10
6358,0,248.25,1,4,3,2014,3,778,2,10
6359,0,280.69,1,12,31,2014,3,4731,2,10
6360,0,271.9,7,0,19,2017,3,1789,2,10
6361,0,269.48,5,23,5,2016,2,1713,5,6
6362,0,289.59,6,21,6,2017,5,3361,5,6
6363,0,264.9,5,21,15,2013,2,2755,3,5
6364,0,285.64,5,21,25,2013,10,3479,3,3
6365,0,293.5,3,9,1,2013,5,5208,1,8
6366,0,274.67,6,7,12,2013,1,1696,4,4
6367,0,297.888,2,21,19,2016,7,2559,6,9
6368,0,263.88,1,22,7,2013,1,1440,5,6
6369,0,264.95,7,11,16,2014,3,3757,9,17
6370,0,298.47,2,19,21,2015,7,3402,2,7
6371,0,295.07,3,17,27,2016,7,5863,3,5
6372,0,301.85,3,17,12,2015,8,6386,4,4
6373,0,292.72,1,12,6,2015,7,4385,5,6
6374,0,277.56,7,14,13,2014,4,4251,3,5
6375,0,255.63,6,23,4,2014,1,1566,5,6
6376,0,273.75,3,20,28,2016,12,2650,1,1
6377,0,293.99,7,14,9,2013,6,4159,3,3
6378,0,292.21,5,2,26,2013,7,332,5,6
6379,0,274.25,4,18,14,2013,2,4528,4,15
6380,0,282.66,6,6,12,2013,10,1548,2,10
6381,0,279.65,6,0,16,2013,11,1106,2,10
6382,0,289.76,6,12,17,2014,5,5295,8,13
6383,0,273.4,4,21,14,2013,2,3005,3,5
6384,0,270.11,6,1,28,2013,12,624,2,10
6385,0,258.71,5,21,14,2014,2,2796,1,1
6386,0,265.59,6,16,15,2014,2,3871,3,5
6387,0,297.3,1,2,21,2014,7,380,4,15
6388,0,268.33,2,14,19,2013,2,5120,2,11
6389,0,290.42,3,15,19,2015,8,5974,2,11
6390,0,281.58,2,3,17,2016,5,324,2,7
6391,0,271.46,3,0,18,2017,1,684,3,5
6392,0,274.71,3,17,28,2016,12,5484,3,5
6393,0,279.23,6,19,26,2016,3,3348,5,6
6394,0,292.63,2,17,27,2014,5,6537,3,5
6395,0,287.7,3,21,18,2016,5,2530,3,5
6396,0,254.82,7,15,10,2016,1,3601,2,10
6397,0,290.61,5,6,31,2015,7,5505,5,6
6398,0,278.42,3,10,7,2012,11,4567,2,11
6399,0,266.79,5,0,10,2017,2,590,2,10
6400,0,293.37,5,3,7,2015,8,354,2,10
6401,0,292.02,5,10,2,2016,9,4735,4,4
6402,0,295.6,4,15,5,2014,6,5919,3,5
6403,0,292.43,2,8,24,2016,5,5301,1,8
6404,0,281.13,6,6,20,2012,10,1313,3,5
6405,0,273.99,3,5,21,2012,11,2489,3,5
6406,0,276.58,5,9,19,2016,2,5170,3,5
6407,0,277.31,6,22,12,2013,1,2101,3,5
6408,0,282.34,3,20,12,2017,4,2898,7,12
6409,0,265.33,4,15,3,2013,1,5297,2,11
6410,0,278.18,5,9,12,2012,10,5230,4,4
6411,0,258.42,3,8,11,2017,1,4082,3,5
6412,0,303.08,3,11,28,2013,8,5157,2,2
6413,0,281.55,7,4,6,2016,11,243,2,7
6414,0,276.57,3,7,30,2015,9,6155,5,6
6415,0,264.33,4,3,13,2014,2,354,4,20
6416,0,288.37,2,4,11,2013,6,786,2,11
6417,0,279.48,7,2,13,2016,11,480,1,28
6418,0,278.5,6,3,17,2014,5,387,5,6
6419,0,275.34,4,15,24,2016,11,2915,1,1
6420,0,271.7,2,9,18,2014,3,4782,2,11
6421,0,261.53,4,13,31,2013,1,4962,2,10
6422,0,292.65,1,8,4,2014,8,6069,3,5
6423,0,271.47,5,16,22,2013,11,6512,2,11
6424,0,271.57,6,2,13,2013,4,551,5,6
6425,0,278.28,5,2,5,2013,4,310,3,5
6426,0,271.08,7,4,27,2016,11,300,5,6
6427,0,264.26,2,18,27,2012,11,4317,2,10
6428,0,262.17,3,0,26,2014,3,535,3,5
6429,0,306.31,1,18,26,2013,8,4520,2,11
6430,0,266.15,7,21,7,2016,2,2237,2,7
6431,0,288.85,6,3,28,2016,5,644,2,10
6432,0,293.36,6,13,29,2015,8,4752,2,11
6433,0,275.45,3,21,31,2012,10,2539,5,6
6434,0,267.8,3,10,30,2015,12,4192,3,5
6435,0,274.22,6,4,1,2017,4,561,8,13
6436,0,275.46,2,12,16,2013,4,4876,2,2
6437,0,290.3,4,8,29,2014,5,6293,3,5
6438,0,252.02,1,10,10,2014,2,4010,2,7
6439,0,272.79,6,19,25,2017,2,3450,3,5
6440,0,273.79,2,13,15,2015,12,5103,3,5
6441,0,286.26,6,23,27,2013,4,2265,1,1
6442,0,293.53,2,20,5,2016,7,1975,3,5
6443,0,278.95,3,23,29,2017,3,1115,8,22
6444,0,291.11,5,3,31,2013,5,373,2,10
6445,0,267.53,4,13,7,2013,2,4995,7,12
6446,0,286.72,3,20,17,2012,10,2921,3,5
6447,0,268.75,3,13,12,2012,12,4810,3,5
6448,0,256.5,3,7,20,2013,2,5909,1,16
6449,0,284.41,1,4,25,2016,4,830,5,6
6450,0,269.6,5,13,21,2012,12,5578,2,10
6451,0,285.88,7,13,24,2016,4,4779,5,6
6452,0,274.68,7,2,22,2017,1,530,1,1
6453,0,287.28,1,22,6,2013,5,1524,8,13
6454,0,257.14,7,8,17,2013,2,1647,2,7
6455,0,295.369,2,13,11,2016,10,4519,5,6
6456,0,295.58,3,12,8,2016,6,5180,2,10
6457,0,284.01,1,20,7,2013,10,2825,4,15
6458,0,285.72,2,2,7,2015,7,283,6,14
6459,0,274.55,3,21,28,2015,10,2398,2,10
6460,0,274.82,3,5,30,2016,11,2661,3,3
6461,0,279.8,7,21,5,2013,5,2467,5,6
6462,0,293.61,2,17,21,2013,5,6099,4,20
6463,0,272.65,6,1,20,2013,4,728,3,5
6464,0,297.5,4,15,23,2016,6,5795,4,4
6465,0,284.03,2,6,20,2014,5,5874,5,6
6466,0,295.6,6,1,12,2014,7,895,3,5
6467,0,277.01,6,15,9,2016,4,4873,4,15
6468,0,288.91,7,4,28,2016,8,383,3,5
6469,0,260.0,6,7,23,2013,3,2004,2,11
6470,0,262.42,5,13,4,2013,1,5026,5,6
6471,0,272.47,5,21,14,2014,3,2863,2,7
6472,0,272.59,4,7,7,2016,1,6270,2,7
6473,0,291.42,4,9,28,2016,7,4444,3,5
6474,0,258.78,2,21,10,2017,1,2003,2,11
6475,0,289.56,7,2,9,2017,4,680,7,12
6476,0,267.79,4,12,21,2016,1,4906,5,6
6477,0,286.89,4,20,8,2014,5,2740,3,3
6478,0,260.39,5,11,21,2014,2,1244,3,5
6479,0,275.08,5,9,20,2017,1,4779,4,4
6480,0,268.5,3,10,18,2013,12,4750,3,5
6481,0,285.86,2,17,25,2017,4,5971,5,6
6482,0,266.47,3,10,12,2014,3,4535,2,10
6483,0,260.17,7,12,8,2013,12,3313,7,12
6484,0,262.3,1,6,7,2013,1,5522,7,12
6485,0,286.47,5,18,7,2013,6,4693,2,7
6486,0,290.86,3,23,3,2013,7,1754,1,1
6487,0,278.72,1,21,14,2016,11,1903,4,15
6488,0,282.16,7,8,29,2013,9,2172,3,5
6489,0,287.13,3,6,1,2016,6,6157,1,1
6490,0,289.56,6,11,20,2016,8,3924,2,2
6491,0,301.48,5,10,22,2016,7,4007,3,3
6492,0,275.58,7,9,27,2016,3,2450,3,3
6493,0,292.19,4,22,5,2014,6,2245,1,1
6494,0,293.43,5,22,3,2015,7,3094,2,11
6495,0,271.62,6,9,3,2016,12,3716,2,7
6496,0,248.88,7,23,10,2016,1,805,3,5
6497,0,300.01,5,17,24,2016,6,5227,3,5
6498,0,266.98,5,6,27,2013,12,4012,1,1
6499,0,255.85,3,19,23,2013,1,3062,2,2
6500,0,291.35,2,22,30,2015,6,2020,2,2
6501,0,282.82,7,11,14,2012,10,3662,2,2
6502,0,271.15,5,17,25,2015,12,2788,2,10
6503,0,291.65,2,11,15,2014,7,5008,3,5
6504,0,295.71,2,2,10,2013,9,252,1,1
6505,0,294.18,5,22,21,2015,8,2875,2,10
6506,0,284.55,6,13,14,2015,11,4864,2,10
6507,0,264.93,7,9,22,2013,12,2491,3,5
6508,0,284.263,5,14,21,2016,10,5022,3,5
6509,0,277.82,3,21,21,2012,11,2432,6,18
6510,0,286.5,1,7,12,2014,5,6676,3,5
6511,0,281.14,1,12,28,2016,3,5028,1,1
6512,0,283.98,4,15,14,2013,11,6224,2,10
6513,0,293.03,4,20,22,2014,5,3270,1,8
6514,0,293.9,2,8,6,2016,9,5267,2,10
6515,0,266.54,7,14,27,2013,1,3124,3,5
6516,0,293.675,1,10,18,2016,7,3827,3,5
6517,0,300.11,4,15,7,2016,7,4983,2,11
6518,0,264.94,5,15,3,2014,1,5463,5,6
6519,0,292.04,6,1,18,2013,5,727,4,4
6520,0,274.22,4,11,3,2014,4,4788,1,1
6521,0,295.7,1,21,5,2016,9,1857,3,5
6522,0,297.22,7,18,4,2013,8,3912,3,5
6523,0,274.16,1,6,11,2013,3,5230,3,5
6524,0,272.02,7,2,5,2017,2,911,2,2
6525,0,276.58,4,10,25,2013,4,4604,2,10
6526,0,260.08,5,10,10,2017,3,4785,7,12
6527,0,296.24,5,1,22,2016,7,457,2,2
6528,0,290.26,4,0,30,2016,6,620,1,1
6529,0,272.35,4,10,16,2017,3,4617,6,14
6530,0,262.11,5,12,4,2013,1,4880,3,3
6531,0,266.35,6,1,25,2017,2,655,5,6
6532,0,276.42,4,22,23,2017,3,3024,2,7
6533,0,276.153,4,21,20,2016,10,2295,2,11
6534,0,258.93,2,15,10,2013,12,5540,3,5
6535,0,295.28,6,21,30,2016,7,2892,2,10
6536,0,302.9,2,18,9,2013,7,4571,2,7
6537,0,252.53,4,2,15,2016,12,274,3,5
6538,0,296.19,4,12,15,2013,8,5532,1,28
6539,0,251.8,3,9,1,2014,1,1258,2,7
6540,0,268.64,5,23,8,2016,1,1514,2,10
6541,0,298.16700000000003,6,15,16,2016,7,4388,2,7
6542,0,289.48,4,9,8,2013,8,5284,9,17
6543,0,277.353,2,11,14,2017,2,4650,4,4
6544,0,277.46,1,17,10,2017,4,6029,6,9
6545,0,291.05,3,9,28,2014,5,5228,5,6
6546,0,289.54,5,1,16,2016,9,397,1,1
6547,0,287.95,4,23,19,2016,5,1395,1,1
6548,0,258.69,6,21,25,2014,1,2723,3,5
6549,0,263.28,1,4,8,2016,2,831,8,21
6550,0,287.27,4,14,3,2013,10,5272,2,10
6551,0,274.29,6,19,24,2016,12,2573,6,9
6552,0,270.44,2,8,21,2017,3,6345,2,2
6553,0,290.52,3,18,17,2012,10,4843,5,6
6554,0,283.58,3,14,5,2017,4,5114,3,5
6555,0,274.82,5,6,1,2016,4,5117,5,6
6556,0,279.94,5,17,6,2015,11,6028,2,11
6557,0,300.31,1,12,25,2016,7,4499,3,5
6558,0,273.31,5,21,2,2012,11,2929,5,6
6559,0,295.14,3,16,8,2015,7,6234,3,3
6560,0,296.18,5,14,8,2016,7,4736,2,11
6561,0,293.27,1,4,20,2013,5,787,3,5
6562,0,275.82,6,10,25,2017,3,4278,4,4
6563,0,298.74,3,17,9,2014,7,6495,3,3
6564,0,260.66,2,19,15,2013,1,3043,4,4
6565,0,275.77,4,15,22,2016,12,5496,3,5
6566,0,249.33,2,8,22,2013,1,5693,7,12
6567,0,293.22,6,20,1,2013,6,2886,4,4
6568,0,294.41,3,18,25,2013,9,4695,2,2
6569,0,253.88,3,11,1,2014,1,2360,3,5
6570,0,294.31,2,0,14,2015,7,670,2,7
6571,0,279.02,2,1,22,2014,4,323,5,6
6572,0,286.99,3,14,29,2013,5,5556,2,7
6573,0,272.22,4,16,29,2016,12,5894,2,10
6574,0,287.1,7,0,18,2013,8,1407,5,6
6575,0,264.54,4,22,19,2013,12,2283,2,10
6576,0,266.94,2,9,18,2012,12,5303,6,14
6577,0,294.58,5,17,12,2016,8,4877,7,12
6578,0,271.65,5,15,1,2013,3,6453,3,5
6579,0,276.62,1,9,1,2017,5,4853,3,5
6580,0,291.65,1,23,13,2016,6,1284,2,11
6581,0,264.22,7,5,11,2016,12,435,2,11
6582,0,289.29,2,10,8,2016,3,4406,5,6
6583,0,275.38,3,13,10,2013,4,4958,3,5
6584,0,299.84,7,17,5,2016,6,4549,1,1
6585,0,278.82,5,22,31,2017,3,2860,2,7
6586,0,289.02,4,3,9,2016,6,356,3,5
6587,0,275.45,1,19,25,2013,11,2876,2,11
6588,0,270.22,7,18,20,2016,11,3114,3,5
6589,0,275.2,5,10,21,2014,3,4578,4,20
6590,0,281.95,1,5,28,2016,11,2609,1,1
6591,0,273.96,2,4,31,2017,1,804,2,2
6592,0,291.18,5,5,17,2015,7,2735,5,6
6593,0,280.74,6,23,12,2014,4,2094,3,3
6594,0,292.82,7,5,14,2013,7,542,3,3
6595,0,269.6,6,11,2,2013,3,4747,5,6
6596,0,255.57,1,3,31,2012,12,295,2,10
6597,0,263.65,6,6,25,2017,2,1449,2,7
6598,0,297.9,1,10,25,2016,7,3942,2,2
6599,0,271.391,2,21,24,2017,1,2443,2,10
6600,0,254.9,6,13,1,2014,3,4637,5,6
6601,0,269.7,4,2,29,2012,11,279,7,12
6602,0,293.36,2,8,23,2016,8,5648,2,11
6603,0,270.82,1,8,11,2013,2,5032,5,6
6604,0,252.43,5,2,28,2014,2,290,3,5
6605,0,272.061,2,8,14,2017,2,6003,3,5
6606,0,260.95,6,10,16,2013,2,3963,4,4
6607,0,282.56,6,3,6,2017,5,511,5,6
6608,0,299.83,2,18,14,2015,7,4468,1,16
6609,0,266.39,6,3,9,2013,3,389,3,5
6610,0,286.39,4,4,29,2014,5,836,2,2
6611,0,264.41,1,16,8,2016,2,6301,3,3
6612,0,276.86,7,10,7,2016,2,3479,2,10
6613,0,254.89,5,22,6,2017,1,2255,3,5
6614,0,299.59,7,18,2,2015,8,3482,2,10
6615,0,291.3,3,1,6,2016,7,358,2,2
6616,0,271.16,7,22,24,2013,11,1583,3,5
6617,0,273.87,5,20,21,2014,3,2793,6,14
6618,0,288.394,1,0,18,2016,7,732,5,6
6619,0,250.1,5,7,13,2017,1,6414,2,7
6620,0,279.4,4,21,6,2017,4,3126,2,10
6621,0,273.08,7,4,6,2016,3,302,2,7
6622,0,275.16,3,2,16,2016,11,255,2,10
6623,0,288.49,3,2,12,2013,6,266,4,4
6624,0,290.53,2,10,15,2014,7,4573,3,5
6625,0,284.96,3,12,2,2016,11,4390,5,6
6626,0,251.52,3,7,29,2014,1,5986,2,11
6627,0,269.95,3,12,13,2013,3,4969,2,7
6628,0,276.22,6,19,19,2016,3,3626,6,14
6629,0,273.52,5,21,24,2014,1,2560,2,10
6630,0,285.26,1,3,27,2013,5,268,4,15
6631,0,275.09,5,22,20,2017,1,2336,3,5
6632,0,279.12,6,17,29,2014,3,4665,2,7
6633,0,261.61,3,15,2,2013,1,4836,2,7
6634,0,294.36,1,1,7,2015,9,517,2,11
6635,0,258.89,7,4,24,2013,11,292,1,28
6636,0,302.25,5,16,10,2016,6,6079,3,5
6637,0,295.426,6,14,15,2016,10,4343,9,17
6638,0,268.9,3,4,6,2013,3,792,2,10
6639,0,281.72,3,18,11,2015,11,3533,2,2
6640,0,288.86,7,1,24,2016,4,1063,3,3
6641,0,287.29,3,11,13,2016,4,4515,9,17
6642,0,291.64,5,4,17,2015,7,861,3,5
6643,0,287.82,1,7,18,2016,4,6901,8,27
6644,0,292.41,6,23,29,2013,6,2463,1,1
6645,0,280.19,3,11,10,2012,10,4887,2,11
6646,0,260.43,4,2,13,2012,12,268,4,4
6647,0,280.64,7,5,29,2013,9,543,1,1
6648,0,283.805,6,4,29,2016,10,607,1,1
6649,0,295.46,4,19,30,2013,5,3479,3,5
6650,0,292.46,7,11,9,2013,6,3565,3,3
6651,0,253.42,4,1,15,2016,12,342,5,6
6652,0,303.66,6,18,13,2013,7,3977,7,12
6653,0,266.01,2,16,27,2012,11,6428,6,14
6654,0,279.87,2,21,13,2015,10,2424,5,6
6655,0,272.7,5,23,19,2013,4,2043,1,1
6656,0,299.49,1,18,4,2014,8,4663,2,10
6657,0,285.83,1,18,31,2014,3,4188,3,3
6658,0,273.82,6,7,24,2016,12,1287,2,7
6659,0,281.43,5,13,5,2012,10,5967,2,11
6660,0,283.0,6,16,10,2012,11,4520,2,7
6661,0,273.96,5,21,15,2013,3,2602,1,16
6662,0,266.46,3,13,7,2016,12,4956,2,2
6663,0,259.77,2,6,4,2014,3,5417,1,16
6664,0,275.67,6,16,12,2013,1,4338,6,9
6665,0,290.79,1,15,3,2013,6,5739,3,5
6666,0,282.42,2,9,10,2016,5,5420,3,5
6667,0,296.94,7,20,5,2016,6,2890,5,6
6668,0,276.71,1,23,1,2017,5,1051,2,2
6669,0,250.38,2,1,21,2014,1,289,3,3
6670,0,290.75,4,8,24,2015,9,5940,2,11
6671,0,274.79,5,6,25,2014,4,5515,2,10
6672,0,285.54,5,22,7,2013,6,3068,2,10
6673,0,277.49,7,9,7,2013,4,2564,5,6
6674,0,275.49,5,9,3,2013,5,5221,2,2
6675,0,295.82,3,21,17,2016,8,2486,3,5
6676,0,281.85,2,3,19,2016,4,315,3,5
6677,0,286.86,6,23,14,2013,9,1629,2,10
6678,0,276.81,4,11,20,2016,10,4444,6,14
6679,0,273.95,2,1,31,2017,1,319,9,17
6680,0,282.29,3,13,22,2017,2,4779,2,10
6681,0,282.59,4,19,17,2013,10,3452,1,8
6682,0,284.06,5,6,23,2012,11,2069,2,10
6683,0,279.37,7,5,30,2017,4,443,3,3
6684,0,289.97,6,11,28,2016,5,4048,5,6
6685,0,298.29,6,17,22,2015,8,4572,3,5
6686,0,285.65,6,9,7,2014,6,3925,2,11
6687,0,295.3,1,0,1,2016,8,705,2,7
6688,0,290.38,5,17,23,2016,9,5173,7,12
6689,0,277.23,2,18,8,2015,12,4783,2,2
6690,0,296.88,6,17,1,2013,6,4382,2,10
6691,0,276.9,7,22,9,2014,3,4092,2,7
6692,0,292.76,6,9,8,2015,8,3330,2,10
6693,0,271.56,6,15,5,2013,1,4387,9,17
6694,0,259.97,2,23,24,2013,12,1375,2,11
6695,0,277.68,3,8,7,2012,11,6264,8,13
6696,0,271.163,2,23,24,2017,1,936,1,8
6697,0,291.02,7,2,28,2015,6,626,6,9
6698,0,288.64,3,4,19,2015,8,912,3,5
6699,0,278.87,5,21,19,2016,2,3102,2,10
6700,0,260.25,4,16,16,2014,1,6413,2,10
6701,0,274.75,2,16,21,2017,3,6657,2,7
6702,0,276.16,3,3,22,2017,2,372,2,10
